folder_name,relative_path,depth,direct_file_count,total_file_count_recursive,direct_subfolder_count
wagnerpereira_1453621702749311,your_instagram_activity\messages\inbox\wagnerpereira_1453621702749311,4,1,1,0
wallisjustino_1246198510108183,your_instagram_activity\messages\inbox\wallisjustino_1246198510108183,4,1,1,0
walterbaylaojunior_1760844631976899,your_instagram_activity\messages\inbox\walterbaylaojunior_1760844631976899,4,1,1,0
wanderiwata_1899868408074520,your_instagram_activity\messages\inbox\wanderiwata_1899868408074520,4,1,1,0
wanderiwatalocutor_1754836379244391,your_instagram_activity\messages\inbox\wanderiwatalocutor_1754836379244391,4,1,1,0
wanderleypimentajr_1799733628087999,your_instagram_activity\messages\inbox\wanderleypimentajr_1799733628087999,4,1,1,0
wandersondasilvasa_1709448413783188,your_instagram_activity\messages\inbox\wandersondasilvasa_1709448413783188,4,1,1,0
wanessacruvinel_1104060080988694,your_instagram_activity\messages\inbox\wanessacruvinel_1104060080988694,4,1,1,0
wanessapascoal_1690847035649505,your_instagram_activity\messages\inbox\wanessapascoal_1690847035649505,4,1,1,0
warleymartins_1932901328104561,your_instagram_activity\messages\inbox\warleymartins_1932901328104561,4,1,1,0
washingtonalvesfurquim_1791095522285143,your_instagram_activity\messages\inbox\washingtonalvesfurquim_1791095522285143,4,1,1,0
wederribeiro_1476268223767876,your_instagram_activity\messages\inbox\wederribeiro_1476268223767876,4,1,1,0
welkerrubensdefreitas_1934480127946681,your_instagram_activity\messages\inbox\welkerrubensdefreitas_1934480127946681,4,1,1,0
wellingtoncarrijo_1439144677480231,your_instagram_activity\messages\inbox\wellingtoncarrijo_1439144677480231,4,1,1,0
wenicarlybarbosa_1388794352515264,your_instagram_activity\messages\inbox\wenicarlybarbosa_1388794352515264,4,1,1,0
wenyaalecrim_385627469437602,your_instagram_activity\messages\inbox\wenyaalecrim_385627469437602,4,1,1,0
wesleidione_1472323387495693,your_instagram_activity\messages\inbox\wesleidione_1472323387495693,4,1,1,0
wesleysuspencar_953634542697916,your_instagram_activity\messages\inbox\wesleysuspencar_953634542697916,4,1,1,0
weullaalecrim_962449008483136,your_instagram_activity\messages\inbox\weullaalecrim_962449008483136,4,1,1,0
wildermorais_1914612553275390,your_instagram_activity\messages\inbox\wildermorais_1914612553275390,4,1,1,0
wilkerduarte_1747620539965975,your_instagram_activity\messages\inbox\wilkerduarte_1747620539965975,4,1,1,0
williansilvafingerstyle_1478234396904592,your_instagram_activity\messages\inbox\williansilvafingerstyle_1478234396904592,4,1,1,0
wilson_1853915359336492,your_instagram_activity\messages\inbox\wilson_1853915359336492,4,1,1,0
wilsonbenicio_1708612830533413,your_instagram_activity\messages\inbox\wilsonbenicio_1708612830533413,4,1,1,0
wilsonroberto_1786138002780895,your_instagram_activity\messages\inbox\wilsonroberto_1786138002780895,4,1,1,0
wiltoncardoso_1755808835813812,your_instagram_activity\messages\inbox\wiltoncardoso_1755808835813812,4,1,1,0
yasmyneguimaraesfinancas_1927475611980466,your_instagram_activity\messages\inbox\yasmyneguimaraesfinancas_1927475611980466,4,1,1,0
ypyeducacionalcentrooeste_1732671961460833,your_instagram_activity\messages\inbox\ypyeducacionalcentrooeste_1732671961460833,4,1,1,0
zemario_538469354214439,your_instagram_activity\messages\inbox\zemario_538469354214439,4,1,1,0
message_requests,your_instagram_activity\messages\message_requests,3,0,55,54
1695227121878834,your_instagram_activity\messages\message_requests\1695227121878834,4,1,1,0
1954342085960485,your_instagram_activity\messages\message_requests\1954342085960485,4,1,1,0
adrianobrito_1643550600372970,your_instagram_activity\messages\message_requests\adrianobrito_1643550600372970,4,1,1,0
adriellypaiva_1678619243532772,your_instagram_activity\messages\message_requests\adriellypaiva_1678619243532772,4,1,1,0
anapaulacolombo_1941062493955111,your_instagram_activity\messages\message_requests\anapaulacolombo_1941062493955111,4,1,1,0
antoniahipolitorodrigoienerichiarabasilioand2others_758978763895193,your_instagram_activity\messages\message_requests\antoniahipolitorodrigoienerichiarabasilioand2others_758978763895193,4,1,1,0
automaismecanica_1643323793728984,your_instagram_activity\messages\message_requests\automaismecanica_1643323793728984,4,1,1,0
bibliotecarialetradacalinebelmirovieiraclebsondematosand7others_1315431447300600,your_instagram_activity\messages\message_requests\bibliotecarialetradacalinebelmirovieiraclebsondematosand7others_1315431447300600,4,1,1,0
bymaeldossantosdefesacivilrioverde_1926848472043180,your_instagram_activity\messages\message_requests\bymaeldossantosdefesacivilrioverde_1926848472043180,4,1,1,0
condorrvmanutencao_1962462441815116,your_instagram_activity\messages\message_requests\condorrvmanutencao_1962462441815116,4,1,1,0
coralprofissionalgo_1667125424682154,your_instagram_activity\messages\message_requests\coralprofissionalgo_1667125424682154,4,1,1,0
creagoias_1915314303196597,your_instagram_activity\messages\message_requests\creagoias_1915314303196597,4,1,1,0
cristianemenezes_1546123863448978,your_instagram_activity\messages\message_requests\cristianemenezes_1546123863448978,4,1,1,0
danielagrobomdeputadofederalgo_1694693675258662,your_instagram_activity\messages\message_requests\danielagrobomdeputadofederalgo_1694693675258662,4,1,1,0
emillyoliveiraanapaulacorretoradeimoveisamandamariaand6others_1573115117114755,your_instagram_activity\messages\message_requests\emillyoliveiraanapaulacorretoradeimoveisamandamariaand6others_1573115117114755,4,1,1,0
felipebernardodefreitas_1660399335354763,your_instagram_activity\messages\message_requests\felipebernardodefreitas_1660399335354763,4,1,1,0
fjsportscoberturaesportiva_1885061699555191,your_instagram_activity\messages\message_requests\fjsportscoberturaesportiva_1885061699555191,4,1,1,0
flaviavalenteluangravlaxnathaliacestariand5others_879117631823444,your_instagram_activity\messages\message_requests\flaviavalenteluangravlaxnathaliacestariand5others_879117631823444,4,1,1,0
followads_1666211401440223,your_instagram_activity\messages\message_requests\followads_1666211401440223,4,1,1,0
garvgoguardioesdosautistas_1933848854676475,your_instagram_activity\messages\message_requests\garvgoguardioesdosautistas_1933848854676475,4,1,1,0
goutersalgaderia_1967226004678947,your_instagram_activity\messages\message_requests\goutersalgaderia_1967226004678947,4,1,1,0
graciellelinaferreira_1648901579837872,your_instagram_activity\messages\message_requests\graciellelinaferreira_1648901579837872,4,1,1,0
joaopaulosilva_1683901106337919,your_instagram_activity\messages\message_requests\joaopaulosilva_1683901106337919,4,1,1,0
kamillaaraujo_1672975457436099,your_instagram_activity\messages\message_requests\kamillaaraujo_1672975457436099,4,1,1,0
lauraassisfreitas_1884974992897195,your_instagram_activity\messages\message_requests\lauraassisfreitas_1884974992897195,4,1,1,0
leandroarantesgustavotrovojulianecoelhoand7others_2147003976101297,your_instagram_activity\messages\message_requests\leandroarantesgustavotrovojulianecoelhoand7others_2147003976101297,4,1,1,0
leandrovieira_1670796460981717,your_instagram_activity\messages\message_requests\leandrovieira_1670796460981717,4,1,2,1
photos,your_instagram_activity\messages\message_requests\leandrovieira_1670796460981717\photos,5,1,1,0
marcelavian_1683557066372323,your_instagram_activity\messages\message_requests\marcelavian_1683557066372323,4,1,1,0
marciogabrielmartinsoliveira_1885040329557328,your_instagram_activity\messages\message_requests\marciogabrielmartinsoliveira_1885040329557328,4,1,1,0
mayratagliapietrafrancinioliveiranascimentomartaramosand17others_1212712640633787,your_instagram_activity\messages\message_requests\mayratagliapietrafrancinioliveiranascimentomartaramosand17others_1212712640633787,4,1,1,0
mikeiasandersondianaisabellalorenevieiraand19others_1545956586508950,your_instagram_activity\messages\message_requests\mikeiasandersondianaisabellalorenevieiraand19others_1545956586508950,4,1,1,0
nanyfashion_1881440923250602,your_instagram_activity\messages\message_requests\nanyfashion_1881440923250602,4,1,1,0
nathanblauth_1832350348167515,your_instagram_activity\messages\message_requests\nathanblauth_1832350348167515,4,1,1,0
nayeskacamposadvogada_1945708853490475,your_instagram_activity\messages\message_requests\nayeskacamposadvogada_1945708853490475,4,1,1,0
poderassessoriaempresarialeambiental_1657254549002575,your_instagram_activity\messages\message_requests\poderassessoriaempresarialeambiental_1657254549002575,4,1,1,0
pollianasantos_1689583372436359,your_instagram_activity\messages\message_requests\pollianasantos_1689583372436359,4,1,1,0
rafaelsouza_1678947110166652,your_instagram_activity\messages\message_requests\rafaelsouza_1678947110166652,4,1,1,0
remaxdestinyrioverde_1677811176946912,your_instagram_activity\messages\message_requests\remaxdestinyrioverde_1677811176946912,4,1,1,0
renatadamacenapereira_1962591755137450,your_instagram_activity\messages\message_requests\renatadamacenapereira_1962591755137450,4,1,1,0
robsonpaniagoadministracaonegociosdigitais_1619613186100045,your_instagram_activity\messages\message_requests\robsonpaniagoadministracaonegociosdigitais_1619613186100045,4,1,1,0
rogeriofelix_1866369294766505,your_instagram_activity\messages\message_requests\rogeriofelix_1866369294766505,4,1,1,0
sabrinafetzmentoraeterapeutadaalmafeminina_1699672948094068,your_instagram_activity\messages\message_requests\sabrinafetzmentoraeterapeutadaalmafeminina_1699672948094068,4,1,1,0
taniamachadodossantos_1648390026555694,your_instagram_activity\messages\message_requests\taniamachadodossantos_1648390026555694,4,1,1,0
tremendaozenildodejesus_1916780176383343,your_instagram_activity\messages\message_requests\tremendaozenildodejesus_1916780176383343,4,1,1,0
usuariodoinstagram_1645150490212981,your_instagram_activity\messages\message_requests\usuariodoinstagram_1645150490212981,4,1,1,0
usuariodoinstagram_1646777190050311,your_instagram_activity\messages\message_requests\usuariodoinstagram_1646777190050311,4,1,1,0
usuariodoinstagram_1648594509868579,your_instagram_activity\messages\message_requests\usuariodoinstagram_1648594509868579,4,1,1,0
usuariodoinstagram_1649266446468052,your_instagram_activity\messages\message_requests\usuariodoinstagram_1649266446468052,4,1,1,0
usuariodoinstagram_1885034222891272,your_instagram_activity\messages\message_requests\usuariodoinstagram_1885034222891272,4,1,1,0
usuariodoinstagramlucasbezerraleonardojosedasilvaand2others_1421094976298717,your_instagram_activity\messages\message_requests\usuariodoinstagramlucasbezerraleonardojosedasilvaand2others_1421094976298717,4,1,1,0
victorbarros_1919291182798909,your_instagram_activity\messages\message_requests\victorbarros_1919291182798909,4,1,1,0
victorpringjonathannovellopinksquishybydeniseand25others_1665553918044086,your_instagram_activity\messages\message_requests\victorpringjonathannovellopinksquishybydeniseand25others_1665553918044086,4,1,1,0
vitinho_dgo1_1934592371268790,your_instagram_activity\messages\message_requests\vitinho_dgo1_1934592371268790,4,1,1,0
xsavi_1967996517929342,your_instagram_activity\messages\message_requests\xsavi_1967996517929342,4,1,1,0
monetization,your_instagram_activity\monetization,2,2,2,0
other_activity,your_instagram_activity\other_activity,2,1,1,0
posts,your_instagram_activity\posts,2,0,5,1
media,your_instagram_activity\posts\media,3,0,5,1
your_posts,your_instagram_activity\posts\media\your_posts,4,5,5,0
saved,your_instagram_activity\saved,2,1,1,0
story_interactions,your_instagram_activity\story_interactions,2,6,6,0
subscriptions,your_instagram_activity\subscriptions,2,2,2,0
